Gender,Teacher,Period,Student ID,Gender,Ethnicity,Economic,LEP,SCICOUR,CTE,TOT,BIO,ELA,Alg,GPA,TOSLS1,TOSLS2,TOSLS3,TOSLS4,TOSLS5,TOSLS6,TOSLS7,TOSLS8,TOSLS9,TOSLSTOT,BRAINS1,BRAINS2,BRAINS3,BRAINS4,BRAINS5,BRAINSTOT,SORT
F,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Brennan,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Frederiksen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Frederiksen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Howell,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Howell,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lehmann,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lehmann,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lew,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lew,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
,Lewis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
,Lewis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Lewis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Lewis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
